product_title,type,series,artwork_url,creation_method,template_or_productuid,expected_variants,variant_note,status,url_check
Garden — Cream,Wood Print,Botanical,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Garden%20%E2%80%94%20Cream.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Garden — Sky,Wood Print,Botanical,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Garden%20%E2%80%94%20Sky.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Garden — Lavender,Wood Print,Botanical,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Garden%20%E2%80%94%20Lavender.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Garden — Sage,Wood Print,Botanical,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Garden%20%E2%80%94%20Sage.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Floating Poppies,Wood Print,Botanical,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Floating%20Poppies.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Night Poppies,Wood Print,Botanical,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Night%20Poppies.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Poppy Field,Wood Print,Botanical,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Poppy%20Field.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Forget-Me-Not,Wood Print,Botanical,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Forget-Me-Not.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Colour Exploration I,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%201.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Colour Exploration II,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%202.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Colour Exploration III,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Colour_Exploration%203.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Style Exploration,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/botanical/Style_Exploration.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Sleeping Cat,Wood Print,NEKO,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/animals/Sleeping%20Cat.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Two Cats,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/animals/Two%20Cats.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Zebra,Wood Print,Animals,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/animals/Zebra.jpg,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Elephant — Green,Wood Print,Elephant,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Green.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Elephant — Yellow,Wood Print,Elephant,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Yellow.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Elephant — Lilac,Wood Print,Elephant,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Lilac.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Elephant — Red,Wood Print,Elephant,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Red.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Tourism — I,Wood Print,Tourism,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tourism/Tourism%20%E2%80%94%20I.jpg,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Tourism — II,Wood Print,Tourism,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tourism/Tourism%20%E2%80%94%20II.jpg,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Tourism — III,Wood Print,Tourism,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tourism/Tourism%20%E2%80%94%20III.jpg,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Tourism — IV,Wood Print,Tourism,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tourism/Tourism%20%E2%80%94%20IV.jpg,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Blue Flower on Green Wood,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Blue%20Flower%20on%20Green%20Wood.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Dead Flowers,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Dead%20Flowers.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Flowers on Linen,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Flowers%20on%20Linen.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
No Ordinary Stone,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/No%20Ordinary%20Stone.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
On the Light Table,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/On%20the%20Light%20Table.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Purple Flower,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Purple%20Flower.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Red and Green Moss,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Red%20and%20Green%20Moss.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Vase on Stool,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/flowers/Vase%20on%20Stool.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Taped Objects,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/various/Taped%20Objects.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Purple Sun,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Purple%20Sun.jpg,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Candy I,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Candy%20I.jpg,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Orange Sun,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Orange%20Sun.jpg,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Rainbow II,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Rainbow%20II.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Round Earth,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Round%20Earth.jpg,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Floral Thing,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Floral%20Thing.jpg,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Sitspot Large,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Sitspot%20Large.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Elsk,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/tufting/Elsk.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Geometric Garden,Wood Print,Botanical,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/various/Geometric%20Garden.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Sommerby,Wood Print,Various,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/various/Sommerby.png,template,01f297ae-5d03-41bc-8ffe-44e023c4d7c6,1,200×200mm birch,NEW,200
Neko Paw Cap — Yellow,Dad Cap,NEKO,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Yellow.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
Neko Paw Cap — Yellow Neon,Dad Cap,NEKO,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Yellow%20Neon.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
Neko Paw Cap — Pink,Dad Cap,NEKO,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Pink.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
Neko Paw Cap — Lilac,Dad Cap,NEKO,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/Neko%20Paw%20%E2%80%94%20Lilac.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
Neko Paw Cap — Blue,Dad Cap,NEKO,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/neko_paw_blue.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
Neko Paw Cap — Red,Dad Cap,NEKO,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/neko_paw_red.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
Neko Paw Cap — Black & White,Dad Cap,NEKO,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/neko/neko_paw_bw.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
SHERO Cap — Purple,Dad Cap,SHERO,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20Purple.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
SHERO Cap — Indigo,Dad Cap,SHERO,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/shero/SHERO%20%E2%80%94%20Indigo.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
Elephant Cap — Green,Dad Cap,Elephant,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Green.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
Elephant Cap — Yellow,Dad Cap,Elephant,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Yellow.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
Elephant Cap — Lilac,Dad Cap,Elephant,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Lilac.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
Elephant Cap — Red,Dad Cap,Elephant,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/elephants/Elephant%20%E2%80%94%20Red.png,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
Zebra Cap,Dad Cap,Animals,https://raw.githubusercontent.com/flamant-studio/dayindayin/main/DayInDayIn%20Images/animals/Zebra.jpg,template,4350a3d2-888e-4b7f-a504-90d4fc34d9a4,2,"One size, 2 colour variants, embroidered",NEW,200
